empresa;nome;endereco;cidade;bairro;estado;cep;latitude;longitude;data_extracao
petz;Petz Hiper Sales Aracaju;Av. Augusto Franco, 2500;Aracaju;Ponto Novo;SE;49097-670;;;10/10/2025
petz;Petz Hortolândia;Av. Santana, 970;Hortolândia;Parque Ortolândia;SP;13184-210;;;10/10/2025
petz;Petz Iguatemi Esplanada;"Av.  Gisele Constantino, 1850
                                             - Shopping Iguatemi Esplanada";Votorantim;Parque Bela Vista;SP;18110-650;;;10/10/2025
petz;Petz Ilha do Governador;Estrada do Galeão, 1770;Rio de Janeiro;Jardim Carioca;RJ;21931-524;;;10/10/2025
petz;Petz Indaiatuba;"Alameda Filtros Mann, 670 
                                             - Polo Shopping Indaiatuba";Indaiatuba;Jardim Tropical;SP;13344-580;;;10/10/2025
petz;Petz Independência Shopping;Av. Presidente Itamar Franco, 3600;Juiz de Fora;Cascatinha;MG;36025-290;;;10/10/2025
petz;Petz Ipatinga;Av Claudio Moura, 801;Ipatinga;Novo Cruzeiro;MG;35164-840;;;10/10/2025
petz;Petz Ipiranga;Av. Presidente Tancredo Neves, 600;São Paulo;Ipiranga;SP;04287-010;;;10/10/2025
petz;Petz Itaim;R. Bandeira Paulista, 982;São Paulo;Itaim Bibi;SP;04532-003;;;10/10/2025
petz;Petz Itajaí;Av. Ver. Abrahão João Francisco, 3400;Itajaí;Ressacada;SC;88307-302;;;10/10/2025
petz;Petz Itanhaém;Av. Rui Barbosa, 540;Itanhaém;Centro;SP;11740-000;;;10/10/2025
petz;Petz Itapecerica;Estr. de Itapecerica, 944;São Paulo;Vila das Belezas;SP;05835-003;;;10/10/2025
petz;Petz Itapetininga;Av. Peixoto Gomide, 317;Itapetininga;Centro;SP;18200-160;;;10/10/2025
petz;Petz Itatiba;Avenida Marechal Castelo Branco, 55;Itatiba;Jardim de Lucca;SP;13255-350;;;10/10/2025
petz;Petz Itu;Av. Dr. Otaviano Pereira Mendes, 1254;Itu;Liberdade;SP;13301-000;;;10/10/2025
petz;Petz Jaboatão dos Guararapes;Av. Ayrton Senna da Silva, 1485;Jaboatão dos Guararapes;Piedade;PE;54420-700;;;10/10/2025
petz;Petz Jacu Pêssego;Av Jacu Pêssego , 4710;São Paulo;Itaquera;SP;08215-115;;;10/10/2025
petz;Petz Jaguaré;"Avenida Corifeu de Azevedo Marques, 4529
                                             - lado impar da Corifeu";São Paulo;Vila Lageado;SP;05339-003;;;10/10/2025
petz;Petz Jardim Botânico;R. Jardim Botânico, 733;Rio de Janeiro;Lagoa;RJ;22470-051;;;10/10/2025
petz;Petz Jardim Icaraí;R. Dr. Paulo César, 249;Niterói;Santa Rosa;RJ;24240-000;;;10/10/2025
petz;Petz Jaú;Avenida Doutor Quinzinho , 51;Jaú;Chácara Peccioli;SP;17210-110;;;10/10/2025
petz;Petz João Firmino;Av. João Firmino, 342;São Bernardo do Campo;Assunção;SP;09810-250;;;10/10/2025
petz;Petz João Pessoa;Av. Senador Ruy Carneiro, 711;João Pessoa;Tambau;PB;58039-180;;;10/10/2025
petz;Petz Joinville;R. Dr. João Colin, 940;Joinville;América;SC;89204-070;;;10/10/2025
petz;Petz Juiz de Fora;Avenida Rio Branco, 3820;Juiz de Fora;Alto dos Passos;MG;36026-500;;;10/10/2025
petz;Petz Jundiaí;"Av. Antonio Frederico Ozanan, 3003
                                             - Junto ao Atacadista Roldao";Jundiaí;Vila de Vito;SP;13215-010;;;10/10/2025
petz;Petz Jundiaí Anhanguera;Av. Dr. Adilson Rodrigues, 77;Jundiaí;Jundiaí;SP;13211-685;;;10/10/2025
petz;Petz Lauzane Paulista;Avenida Direitos Humanos, 1436;São Paulo;Lauzane Paulista;SP;02475-001;;;10/10/2025
petz;Petz Limão;Av. Otaviano Alves de Lima, 1480;São Paulo;Limão;SP;02501-000;;;10/10/2025
petz;Petz Linha Verde;Av. Caviúna, 548;Curitiba;Atuba;PR;82840-123;;;10/10/2025
petz;Petz Litoral Plaza;"Av. Ayrton Senna da Silva, 1511
                                             - Loja Ext. V - Litoral Plaza";Praia Grande;Tude Bastos;SP;11726-000;;;10/10/2025
petz;Petz Londrina Tiradentes;Av. Tiradentes, 1919;Londrina;Rodocentro;PR;86071-000;;;10/10/2025
petz;Petz Manuel Gaya;Rua Manuel Gaya, 2000;São Paulo;Vila Mazzei;SP;02313-000;;;10/10/2025
petz;Petz Maraponga;Av. Godofredo Maciel, 2560;Fortaleza;Mondubim;CE;60710-684;;;10/10/2025
petz;Petz Marechal Tito;"Avenida Marechal Tito,  5699
                                             - Junto ao MercadoCar";São Paulo;Itaim Paulista;SP;08115-100;;;10/10/2025
petz;Petz Marginal Tietê 24h;R. Dr. Miguel Paulo Capalbo, 166;São Paulo;Pari;SP;03035-040;;;10/10/2025
petz;Petz Maringá;Av. Paraná, 1250;Maringá;Zona 7;PR;87020-085;;;10/10/2025
petz;Petz Mateus Leme;Rua Mateus Leme, 1875;Curitiba;Bom Retiro;PR;80520-174;;;10/10/2025
petz;Petz Mauro Ramos;Av. Mauro Ramos, 1586;Florianópolis;Centro;SC;88020-302;;;10/10/2025
petz;Petz Miguel Sutil;Av. Miguel Sutil , 10000;Cuiabá;Jardim Mariana;MT;78040-790;;;10/10/2025
petz;Petz Mogi das Cruzes;Av. Francisco Rodrigues Filho, 1550;Mogi das Cruzes;Botujuru;SP;08840-000;;;10/10/2025
petz;Petz Mogi Guaçu;Av. Mogi Mirim, 970;Mogi Guaçu;Areião;SP;13844-110;;;10/10/2025
petz;Petz Moinhos de Vento;Rua Quintino Bocaiúva, 433;Porto Alegre;Floresta;RS;90440-051;;;10/10/2025
petz;Petz Mooca;Av. Paes de Barros, 1654;São Paulo;Mooca;SP;03114-001;;;10/10/2025
petz;Petz Mooca Plaza Shopping;R. Cap. Pacheco e Chaves, 313;São Paulo;Vila Prudente;SP;03126-000;;;10/10/2025
petz;Petz Morumbi;Rua Aureliano Guimarães, 201;São Paulo;Morumbi;SP;05727-160;;;10/10/2025
petz;Petz Nações Unidas;Avenida das Nações Unidas, 20727;São Paulo;Vila Almeida;SP;04795-100;;;10/10/2025
petz;Petz Natal;Av. Sen. Salgado Filho, 2431;Natal;Lagoa Nova;RN;59075-000;;;10/10/2025
petz;Petz Natal Zona Norte;Av. Dr. João Medeiros Filho, 1420;Natal;Potengi;RN;59108-550;;;10/10/2025
petz;Petz Nordestina;Av. Nordestina, 2740;São Paulo;Cidade Nova São Miguel;SP;08042-117;;;10/10/2025
petz;Petz Norte Sul Plaza;"Av. Presidente Ernesto Geisel, 2300
                                             - Shopping Norte Sul Plaza";Campo Grande;Jardim Joquei Club;MS;79080-105;;;10/10/2025
petz;Petz Nossa Senhora do Carmo;Av. Nossa Senhora do Carmo, 1448;Belo Horizonte;São Pedro;MG;30330-000;;;10/10/2025
petz;Petz Nova Iguaçu;Av. Abílio Augusto Távora, 292;Nova Iguaçu;Jardim Alvorada;RJ;26265-090;;;10/10/2025
petz;Petz Novo Hamburgo;Rua Castro Alves, 205;Novo Hamburgo;Rio Branco;RS;93310-270;;;10/10/2025
petz;Petz Olinda;R. Carmelita Muniz de Araújo, 225;Olinda;Casa Caiada;PE;53130-645;;;10/10/2025
petz;Petz Osasco;"Av. dos Autonomistas, 1473
                                             - Parte A";Osasco;Vila Yara;SP;06090-010;;;10/10/2025
petz;Petz Pacaembu;Praça Charles Miller, 117;São Paulo;Pacaembu;SP;01234-010;;;10/10/2025
petz;Petz Palmas;Q. 101 Sul Avenida LO 3, S/N;Palmas;Plano Diretor Sul;TO;77015-002;;;10/10/2025
petz;Petz Pampulha;Av. Professor Magalhães Penido, 1000;Belo Horizonte;Liberdade;MG;31270-652;;;10/10/2025
petz;Petz Pão de Açúcar Jabaquara;Av. Eng. Armando de Arruda Pereira, 1900;São Paulo;Jardim Oriental;SP;04308-001;;;10/10/2025
petz;Petz Parada de Taipas;Av. Raimundo Pereira de Magalhães, 12219;São Paulo;Parada De Taipas;SP;02989-095;;;10/10/2025
petz;Petz ParkShopping Brasília;"ParkShopping Brasília,  
                                             - SMAS Trecho 1";Brasília;Guará;DF;71219-900;;;10/10/2025
petz;Petz Parnamirim;Av. Dezessete de Agosto, 295;Recife;Parnamirim;PE;52060-590;;;10/10/2025
petz;Petz Parque Flamboyant;"Av. Deputado Jamel Cecílio, 2697
                                             - quadra B16, lotes 17/19";Goiânia;Jardim Goiás;GO;74810-100;;;10/10/2025
petz;Petz Parque Shopping Bahia;Avenida Santos Dumont, 4360;Lauro de Freitas;Centro;BA;42702-400;;;10/10/2025
petz;Petz Parque Shopping Maceió;Av. Comendador Gustavo Paiva, 5945;Maceió;Cruz das Almas;AL;57038-000;;;10/10/2025
petz;Petz Passeio das Águas;"Av. Perimetral Norte, 8303
                                             - Fazenda das Caveiras";Goiânia;Passeio das Águas;GO;74445-360;;;10/10/2025
petz;Petz Pelotas;Avenida Ferreira Viana, 1511;Pelotas;Areal;RS;96085-000;;;10/10/2025
petz;Petz Pereira Barreto;"Rua Thales Dos Santos Freire, 36
                                             - Quadra 8B LOT 26,27,28,29 e 30";São Bernardo do Campo;Baeta Neves;SP;09751-020;;;10/10/2025
petz;Petz Pindamonhangaba;Av. Dr. Jorge Tibiriçá, 593;Pindamonhangaba;Chácara Galega;SP;12422-050;;;10/10/2025
petz;Petz Piracicaba;Av. Centenário, 780;Piracicaba;São Dimas;SP;13416-000;;;10/10/2025
petz;Petz Pituba;Av. Manoel Dias da Silva, 1251;Salvador;Pituba;BA;41830-001;;;10/10/2025
petz;Petz Plaza Avenida Shopping;"Av. José Munia, 4775
                                             - Shopping Plaza Avenida, Piso T";São José do Rio Preto;Redentor;SP;15085-350;;;10/10/2025
petz;Petz Poços de Caldas;Av. João Pinheiro, 711;Poços de Caldas;Centro;MG;37701-387;;;10/10/2025
petz;Petz Pompeia;"Av. Francisco Matarazzo, 2000
                                             - Complexo SP MEGA STORES";São Paulo;Água Branca;SP;05001-200;;;10/10/2025
petz;Petz Ponta Verde;R. Prof. Sandoval Arroxelas, 1078;Maceió;Ponta Verde;AL;57035-230;;;10/10/2025
petz;Petz Porto Velho Shopping;Av. Pref. Chiquilito Erse, 3288;Porto Velho;Flodoaldo Pontes Pinto;RO;76820-408;;;10/10/2025
petz;Petz Praia Grande;Av. Presidente Kennedy, 2900;Praia Grande;Guilhermina;SP;11600-000;;;10/10/2025
petz;Petz Presidente Kennedy;"Av. Sgt. Hermínio Sampaio, 2965
                                             - ao lado do Assai Atacadista";Fortaleza;Pres. Kennedy;CE;60355-503;;;10/10/2025
petz;Petz Presidente Prudente;Av. Manoel Goulart, 2671;Presidente Prudente;Centro Educacional;SP;19010-000;;;10/10/2025
petz;Petz Protásio Alves;"Av. Protásio Alves, 4194
                                             - Loja 2";Porto Alegre;Petrópolis;RS;91310-000;;;10/10/2025
petz;Petz Radial Leste;Av. Alcântara Machado , 3300;São Paulo;bras;SP;03102-007;;;10/10/2025
petz;Petz Raja Gabaglia;Avenida Raja Gabaglia, 3230;Belo Horizonte;Estoril Belo Horizonte;MG;30360-670;;;10/10/2025
petz;Petz Ribeirão Independência;Avenida Independência , 1810;Ribeirão Preto;Jardim Sumare;SP;14025-393;;;10/10/2025
petz;Petz Ribeirão Presidente Vargas;Av. Pres. Vargas, 2265;Ribeirão Preto;Jardim Santa Ângela;SP;14020-525;;;10/10/2025
petz;Petz Ricardo Jafet;Av. Dr. Ricardo Jafet, 1750;São Paulo;Vila Mariana;SP;04260-000;;;10/10/2025
petz;Petz Rio Claro;Avenida Presidente Kennedy, 414;Rio Claro;Estadio;SP;13501-270;;;10/10/2025
petz;Petz Rio Grande;Avenida Presidente Vargas, 794;Rio Grande;Vila Junção;RS;96202-188;;;10/10/2025
petz;Petz Riomar;"Av. República do Líbano, 251
                                             - Shopping RioMar Recife";Recife;Pina;PE;51110-131;;;10/10/2025
petz;Petz Rio Verde;Av. Pres. Vargas Q 37, 27;Rio Verde;Jardim Pres.;GO;75908-420;;;10/10/2025
petz;Petz Rita Maria;Rua Henrique Valgas, 64;Florianópolis;Centro;SC;88010-220;;;10/10/2025
petz;Petz Roberto Freire;Avenida Engenheiro Roberto Freire, 20;Natal;Capim Macio;RN;59078-570;;;10/10/2025
petz;Petz Ruben Bento Alves;Av. Rubem Bento Alves, 3483;Caxias do Sul;Universitário;RS;95032-440;;;10/10/2025
petz;Petz Salvador Bonocô;Av. Mario Leal Ferreira, 500;Salvador;Bonocô;BA;40285-600;;;10/10/2025
petz;Petz Salvador Paralela;Av. Luís Viana, 2768;Salvador;Imbuí;BA;41720-200;;;10/10/2025
petz;Petz Samambaia do Sul;"Quadra 302, S/N
                                             - Conjunto 7";Brasília;Samambaia do Sul;DF;72300-630;;;10/10/2025
petz;Petz Santa Bárbara D'Oeste;Av. Corifeu de Azevedo Marques, 1102;Santa Bárbara d;Colina;SP;13450-088;;;10/10/2025
petz;Petz Santa Cecília;Av. General Olímpio da Silveira, 68;São Paulo;Santa Cecília;SP;01150-000;;;10/10/2025
petz;Petz Santa Maria;Av. Hélvio Basso, 1201;Santa Maria;Duque de Caxias;RS;97070-805;;;10/10/2025
petz;Petz Santo André;Av. Ramiro Colleoni , 355;Santo André;Vila Assunção;SP;09040-160;;;10/10/2025
petz;Petz Santo André Dom Pedro;Av. Dom Pedro II, 933;Santo André;Jardim;SP;09080-110;;;10/10/2025
petz;Petz Santos Dumont;Avenida Santos Dumont, 5650;Fortaleza;Cocó;CE;60192-018;;;10/10/2025
petz;Petz Santos Macuco;Rua Dr. Manoel Tourinho, 385;Santos;Macuco;SP;11015-031;;;10/10/2025
petz;Petz São Bernardo;"Av. Rotary, 825
                                             - junto ao Center Castilho";São Bernardo do Campo;Centro;SP;09721-000;;;10/10/2025
petz;Petz São Carlos;Av. Francisco Pereira Lopes, 1701;São Carlos;Parque Maria Santa Mônica;SP;13561-250;;;10/10/2025
petz;Petz São José do Rio Preto;Av. Pres. Juscelino K. Oliveira, 400;São José do Rio Preto;Jardim Maracanã;SP;15092-175;;;10/10/2025
petz;Petz São Leopoldo;Av. Getúlio Vargas, 1802;São Leopoldo;Fião;RS;93020-566;;;10/10/2025
petz;Petz São Luís;Av. Daniel De La Touch, 10240;São Luís;Vila Vicente Fialho;MA;65074-115;;;10/10/2025
petz;Petz São Miguel;Av. São Miguel, 7988;São Paulo;Vila Norma;SP;08070-001;;;10/10/2025
petz;Petz São Vicente;Avenida Antônio Emmerick, 23;São Vicente;Vila Cascatinha;SP;11390-001;;;10/10/2025
petz;Petz Seminário;Av. Nossa Senhora Aparecida, 582;Curitiba;Seminário;PR;80440-000;;;10/10/2025
petz;Petz Serra;Avenida Eldes Scherrer Souza, 1511;Serra;Parque Res. Laranjeiras;ES;29165-680;;;10/10/2025
petz;Petz Sete Lagoas;Avenida Raquel Teixeira Viana, 983;Sete Lagoas;Canaã;MG;35700-293;;;10/10/2025
petz;Petz Shopping CenterVale;Av. Deputado Benedito Matarazzo, 9403;São José dos Campos;Jardim Oswaldo Cruz;SP;12215-900;;;10/10/2025
petz;Petz Shopping Golden Square;Avenida Kennedy, 700;São Bernardo do Campo;Jardim do Mar;SP;09726-252;;;10/10/2025
petz;Petz Shopping Grande Rio;R. Maria Soares Sendas, 111;São João de Meriti;Parque Barreto;RJ;25575-825;;;10/10/2025
petz;Petz Shopping Grand Plaza;Av. Industrial, 600;Santo André;Centro;SP;09080-510;;;10/10/2025
petz;Petz Shopping Itaguaçu;R. Gerôncio Thives, 1079;São José;Barreiros;SC;88117-292;;;10/10/2025
petz;Petz Shopping Jockey Plaza;R. Konrad Adenauer, 370;Curitiba;Tarumã;PR;82821-020;;;10/10/2025
petz;Petz Shopping Mauá;Av. Gov. Mario Covas Júnior, 01;Mauá;Centro;SP;09390-040;;;10/10/2025
petz;Petz Shopping Pantanal;Av. Historiador Rubens de Mendonça, 3.300;Cuiabá;Jardim Aclimacao;MT;78050-250;;;10/10/2025
petz;Petz Shopping Sul Valparaíso;Q. 1 Valparaíso Shopping, S/N;Valparaíso de Goiás;Parque Esplanada III;GO;72876-902;;;10/10/2025
petz;Petz Silva Jardim;Rua João Negrão, 1028;Curitiba;Rebouças;PR;82590-300;;;10/10/2025
petz;Petz Silviano Brandão;Av. Silviano Brandão, 2457;Belo Horizonte;Sagrada Família;MG;31015-015;;;10/10/2025
petz;Petz Sorocaba;Av. Dom Aguirre, 2121;Sorocaba;Santa Rosália;SP;18035-095;;;10/10/2025
petz;Petz Sorocaba Tauste;"Avenida General Carneiro, 1120
                                             - Loja 08";Sorocaba;Vila Lucy;SP;18043-003;;;10/10/2025
petz;Petz Sumaré;Av. da Amizade, 2371;Sumaré;Parque Euclides Miranda;SP;13175-646;;;10/10/2025
petz;Petz Suzano;Rua Sete de Setembro, 555;Suzano;Parque Suzano;SP;08673-900;;;10/10/2025
petz;Petz Taboão da Serra;R. do Tesouro, 662;São Paulo;Taboão da Serra;SP;06754-190;;;10/10/2025
petz;Petz Taguatinga;"Quadra QS 1, Rua 212, S/N
                                             - Lote 11, 13 e 15";Brasília;Areal (Águas Claras);DF;71950-550;;;10/10/2025
petz;Petz Tamboré;"Alameda Araguaia, 2179
                                             - Parte A,junto a Kalunga";Barueri;Tamboré;SP;06455-000;;;10/10/2025
petz;Petz Tatuí;Rua São Bento, 287;Tatuí;Centro;SP;18270-820;;;10/10/2025
petz;Petz Tauste Campinas;Av. dos Imbês, 52;Campinas;Alphaville Dom Pedro;SP;13097-172;;;10/10/2025
petz;Petz Teodoro Sampaio;Rua Teodoro Sampaio, 1424;São Paulo;Pinheiros;SP;05406-100;;;10/10/2025
petz;Petz Teotônio Vilela;Av. Senador Teotônio Vilela ,  4482;São Paulo;Vila Sao Jose;SP;04864-001;;;10/10/2025
petz;Petz Teresina;Av. João XXIII, 1176;Teresina;Noivos;PI;64049-010;;;10/10/2025
petz;Petz Torquato Tapajós;Av. Torquato Tapajós, 313;Manaus;Flores;AM;69048-660;;;10/10/2025
petz;Petz Torres;Av. Com. Franco, 2958;Curitiba;Guabirotuba;PR;81520-000;;;10/10/2025
petz;Petz Trimais;"Av. Tucuruvi, 220
                                             - Shopping Trimais";São Paulo;Tucuruvi;SP;02305-002;;;10/10/2025
petz;Petz Uberaba;Av. Leopoldino de Oliveira, 4001;Uberaba;Estados Unidos;MG;38010-000;;;10/10/2025
petz;Petz Uberlândia;Av. Rondon Pacheco, 505;Uberlândia;Tabajaras;MG;38400-242;;;10/10/2025
petz;Petz Várzea Grande;Av. João Ponce de Arruda, 1096;Várzea Grande;Centro Norte;MT;78030-485;;;10/10/2025
petz;Petz Vicente Rao;Av. Professor Vicente Rao, 1700;São Paulo;Jardim Petropolis;SP;04636-001;;;10/10/2025
petz;Petz Vila Galvão;R. Maria Primo de Jesus, 47;Guarulhos;Vila Galvão;SP;07056-040;;;10/10/2025
petz;Petz Vila Isabel;Rua Teodoro da Silva, 668;Rio de Janeiro;Vila Isabel;RJ;20560-025;;;10/10/2025
petz;Petz Vila Mariana;Rua Vergueiro, 2604;São Paulo;Vila Mariana;SP;04102-000;;;10/10/2025
petz;Petz Vila Matilde;Avenida Conde de Frontin, 2416;São Paulo;Tatuapé;SP;03501-000;;;10/10/2025
petz;Petz Vila Velha;Rodovia do Sol, 256;Vila Velha;Itapuã;ES;29102-320;;;10/10/2025
petz;Petz Vitória;Av. Nossa Senhora da Penha, 1819;Vitória;Santa Lucia;ES;29056-075;;;10/10/2025
petz;Petz Vitória da Conquista;Av. Olivia Flores, 973;Vitória da Conquista;Candeias;BA;45028-610;;;10/10/2025
petz;Petz Washington Luís;Av. Washington Luís, 2737;São Paulo;Brooklin;SP;04662-003;;;10/10/2025
petz;Petz Washington Soares;Av. Washington Soares, 2300;Fortaleza;Edson Queiroz;CE;60810-350;;;10/10/2025
POP Pet Center;Pop Pet Jardim Nova Esperança – Goiânia GO;Avenida Quatro de Outubro;Goiânia;Jardim Nova Esperança;GO;74465350;-16.6461774;-49.3234755;10/10/2025
POP Pet Center;Pop Pet Abadia de Goiás (Parque Izabel);;Abadia de Goiás;;GO;75345000;-16.7615256;-49.4381983;10/10/2025
POP Pet Center;Pop Pet Morada Dos Passaros – Ap. de Goiânia GO;Rua VV 1;Goiânia;Village Veneza;GO;74366085;-16.7809472;-49.2956686;10/10/2025
POP Pet Center;Pop Pet Madre Germana ll Etapa – Ap. de Goiânia GO;Rua São Lourenço;Goiânia;Conjunto Habitacional Madre Germana II;GO;74354829;-16.824927;-49.3752345;10/10/2025
POP Pet Center;Pop Pet Goianira – GO;Estrada B;Goiânia;Setor Delta Village;GO;74484006;-16.5009686;-49.4281027;10/10/2025
POP Pet Center;Pop Pet Jardim Balneario Meia Ponte – Goiânia GO;Rua Nair de Carvalho;Goiânia;Jardim Balneário Meia Ponte;GO;74593430;-16.6190541;-49.2924703;10/10/2025
POP Pet Center;Pop Pet Senador Canedo (Jardim Das Oliveiras) – GO;Rua JM 32;Senador Canedo;Jardim das Oliveiras;GO;75256095;-16.6500853;-49.1613408;10/10/2025
POP Pet Center;Pop Pet Setor Cristina – Goiânia GO;Rua São Paulo;Goiânia;Setor Cristina;GO;74354360;-16.7620195;-49.353472;10/10/2025
POP Pet Center;Pop Pet Residencial Goiania Viva – GO;Rua Joaquim Freire;Goiânia;Lorena Parque;GO;74483700;-16.6954524;-49.3589181;10/10/2025
POP Pet Center;Pop Pet Parque Ibirapuera – Ap. de Goiânia GO;Rua R 4;Aparecida de Goiânia;Parque Ibirapuera;GO;74960610;-16.8082324;-49.332218;10/10/2025
POP Pet Center;Pop Pet Setor Pai Eterno – Trindade GO;Rua 12;Trindade;Setor Oeste;GO;75392719;-16.6526501;-49.4898727;10/10/2025
POP Pet Center;Pop Pet Inhumas (Setor Central) – GO;Rua Salustiano José Lourenço;Inhumas;Vila Lucimar;GO;75403565;-16.3598542;-49.5044241;10/10/2025
POP Pet Center;Pop Pet Retiro Do Bosque – Ap. de Goiânia GO;Rua das Uvaias;Aparecida de Goiânia;Retiro do Bosque;GO;74990815;-16.8257636;-49.2385775;10/10/2025
POP Pet Center;Pop Pet Solar Parque – Inhumas GO;Rua das Palmas;Inhumas;Setor Pôr do Sol;GO;75407154;-16.3728973;-49.4860066;10/10/2025
POP Pet Center;Pop Pet Jardim Curitiba Iv – Goiânia GO;Rua VM A 7;Goiânia;Vila Mutirão II;GO;74475460;-16.6124738;-49.3477512;10/10/2025
POP Pet Center;Pop Pet Loteamento Nova Vila – Goiânia GO;Avenida E 987;Goiânia;Jardim Goiás;GO;74810901;-16.6566425;-49.2546384;10/10/2025
POP Pet Center;Pop Pet Setor Urias Magalhaes – Goiânia GO;Rua Juventino Ferreira de Castro;Goiânia;Residencial Morumbi;GO;74574005;-16.6466049;-49.2801573;10/10/2025
POP Pet Center;Pop Pet Parque Das Nações – Ap. de Goiânia GO;Rua Uruguai;Aparecida de Goiânia;Parque das Nações;GO;74957600;-16.8084576;-49.3081053;10/10/2025
POP Pet Center;Pop Pet Setor Alto Da Primavera I – Indiara GO;;Indiara;;GO;75955000;-17.1423778;-49.9933762;10/10/2025
POP Pet Center;Pop Pet Bairro Santo Hilario – Goiânia GO;Rua Doutor Elizardo Elias Souza;Goiânia;Santo Hilário Expansão;GO;74781218;-16.6471326;-49.1936731;10/10/2025
POP Pet Center;Pop Pet Riacho Fundo I – Brasília DF;Quadra QS 3 Conjunto 5;Brasília;Riacho Fundo II;DF;71884030;-15.8821784;-48.0142486;10/10/2025
POP Pet Center;Pop Pet Nova Maraba (Folha 21) – PA;Quadra Dezeseis;Marabá;Nova Marabá;PA;68508410;-5.3400864;-49.0971975;10/10/2025
POP Pet Center;Pop Pet Residencial Eli Forte – Goiânia GO;Rua EF38;Goiânia;Residencial Eli Forte Extensão;GO;74371102;-16.732596;-49.3528265;10/10/2025
POP Pet Center;Pop Pet Vila Redenção – Goiânia GO;Rua 1069;Goiânia;Vila Redenção;GO;74850235;-16.7192808;-49.2445692;10/10/2025
POP Pet Center;Pop Pet Setor Habitacional Vicente Pires – Brasília DF;CNB 11 Lotes 10/11;Brasília;Taguatinga Norte (Taguatinga);DF;72115939;-15.7944298;-48.0510421;10/10/2025
POP Pet Center;Pop Pet Jardim Guanabara Ill – Goiânia GO;Rua GB48;Goiânia;Jardim Guanabara III;GO;74683480;-16.6151433;-49.2237207;10/10/2025
POP Pet Center;Pop Pet Jardim America (C-205) – Goiânia GO;Rua C28;Goiânia;Jardim América;GO;74265180;-16.6981487;-49.286789;10/10/2025
POP Pet Center;Pop Pet Jardim America (T-9) – Goiânia GO;Rua C131;Goiânia;Jardim América;GO;74255240;-16.7090481;-49.2902501;10/10/2025
POP Pet Center;Pop Pet Vila Jayara – Anapolis GO;Avenida Planalto;Anápolis;Vila Jayara;GO;75064720;-16.2859254;-48.9749512;10/10/2025
POP Pet Center;Pop Pet Vera Cruz (Centro) – Ap. de Goiânia GO;Rua Recife;Aparecida de Goiânia;Jardim Belo Horizonte;GO;74976105;-16.8250869;-49.2489862;10/10/2025
POP Pet Center;Pop Pet Setor Aeroporto – Goiânia GO;Rua 27 A;Goiânia;Setor Aeroporto;GO;74075310;-16.6711843;-49.2728308;10/10/2025
POP Pet Center;Pop Pet Santa Genoveva – Goiânia GO;Rua Tropas e Boiadas;Goiânia;Santa Genoveva;GO;74670060;-16.6345909;-49.2390409;10/10/2025
POP Pet Center;Pop Pet Cardoso Continuação – Ap. de Goiânia GO;Rua Montenegro;Aparecida de Goiânia;Jardim Buriti Sereno;GO;74943670;-16.7715479;-49.3121294;10/10/2025
POP Pet Center;Pop Pet Jardim Bela Vista – Goânia GO;Rua Benjamin Constant;Goiânia;Jardim da Luz;GO;74850350;-16.7296875;-49.2327133;10/10/2025
POP Pet Center;Pop Pet Bairro Goiá – Goiânia GO;;;;;;;;10/10/2025
POP Pet Center;Pop Pet Cidade Satelite São Luiz – Ap. de Goiânia GO;Rua Vasco dos Reis;Aparecida de Goiânia;Cidade Satélite São Luiz;GO;74920490;-16.7620139;-49.2793042;10/10/2025
POP Pet Center;Pop Pet Campinas – Goiânia GO;Rua C184;Goiânia;Jardim América;GO;74275220;-16.6621825;-49.2946955;10/10/2025
POP Pet Center;Pop Pet Hidrolandia – GO;;Hidrolândia;;GO;75340000;-16.9661548;-49.2366846;10/10/2025
POP Pet Center;Pop Pet Perim – Goiânia GO;Rua RIT 7;Goiânia;Residencial Itamaracá;GO;74580775;-16.6492344;-49.2994383;10/10/2025
POP Pet Center;Pop Pet São Luis  Montes Belos – GO;;São Luís de Montes Belos;;GO;76100000;-16.5239331;-50.3803827;10/10/2025
POP Pet Center;Pop Pet Cidade Nova (Av Transamazonica) – PA;Avenida Transamazônica;Marabá;Cidade Nova;PA;68501660;-5.3680893;-49.1320558;10/10/2025
POP Pet Center;Pop Pet São Judas Tadeu – Goiânia GO;Avenida Dom Pedro II;Goiânia;Vila Jardim São Judas Tadeu;GO;74685210;-16.6149701;-49.2523747;10/10/2025
POP Pet Center;Pop Pet Cidade Vera Cruz – Ap. de Goiânia GO;Praça A 2;Aparecida de Goiânia;Cidade Vera Cruz;GO;74935030;-16.7617437;-49.2911164;10/10/2025
POP Pet Center;Pop Pet Sitio Santa Luzia – Ap. de Goiânia GO;Rua Direita;Goiânia;Parque Flamboyant;GO;74860623;-16.7497511;-49.2292306;10/10/2025
POP Pet Center;Pop Pet Vianopolis – GO;Rua Felismino Viana 203 Sala 3;Vianópolis;Setor Central;GO;75265970;-16.7470788;-48.521034;10/10/2025
POP Pet Center;Pop Pet Aragoiania – GO;;Aragoiânia;;GO;75360000;-16.9138389;-49.4543749;10/10/2025
POP Pet Center;Pop Pet Marechal Rondon – Goiânia GO;Rua 42;Goiânia;Setor Centro Oeste;GO;74560620;-16.6555622;-49.2740611;10/10/2025
